timestamp,amplitude_px,frequency_hz,wind_mps,wavelength_px
1764851471.099045,1.4343853368102184,0.004150390625,0.0,240.94117647058823
1764851471.208878,1.3660575241837174,0.000244140625,0.0,4096.0
1764851471.2283823,1.4001906037321952,0.00244140625,0.0,409.6
1764851471.2490375,1.421847091997877,0.00341796875,0.0,292.57142857142856
1764851471.2792494,1.2685677106140487,0.000244140625,0.0,4096.0
1764851471.3049111,1.4290245502893484,0.000244140625,0.0,4096.0
1764851471.3402734,1.4623788254220007,0.000244140625,0.0,4096.0
1764851471.3723335,1.5769826971295022,0.001953125,0.0,512.0
1764851471.427612,1.551088079989287,0.000244140625,0.0,4096.0
1764851471.4736457,1.4599481785474986,0.01318359375,0.0,75.85185185185185
1764851471.516838,1.4017037441292275,0.012939453125,0.0,77.28301886792453
1764851471.5569606,1.4563324500820027,0.000244140625,0.0,4096.0
1764851471.5955606,1.506080667524749,0.013427734375,0.0,74.47272727272727
1764851471.626377,1.3703304817885367,0.013671875,0.0,73.14285714285714
1764851471.653326,1.4789343083656912,0.012939453125,0.0,77.28301886792453
1764851471.706696,1.4958151255220309,0.012939453125,0.0,77.28301886792453
1764851471.7293375,1.4469575802551522,0.012939453125,0.0,77.28301886792453
1764851471.7509515,1.5397085469110725,0.01171875,0.0,85.33333333333333
1764851471.7795503,1.4314083172907317,0.012939453125,0.0,77.28301886792453
1764851471.807155,1.4750430834397223,0.012451171875,0.0,80.31372549019608
1764851471.8381913,1.4474799511650138,0.0126953125,0.0,78.76923076923077
1764851471.873982,1.5418963403294375,0.010986328125,0.0,91.02222222222223
1764851471.9058888,1.4740382777102505,0.011474609375,0.0,87.14893617021276
1764851471.9381466,1.528095038703433,0.009765625,0.0,102.4
1764851471.971672,1.4063915761261947,0.009521484375,0.0,105.02564102564102
1764851472.0076337,1.516321451974333,0.010009765625,0.0,99.90243902439025
1764851472.0461097,1.611413460048547,0.009521484375,0.0,105.02564102564102
1764851472.079351,1.5700767152504473,0.0087890625,0.0,113.77777777777777
1764851472.1144857,1.5907019821327268,0.009765625,0.0,102.4
1764851472.149572,1.641088553483864,0.009521484375,0.0,105.02564102564102
1764851472.184322,1.6186138365990739,0.009765625,0.0,102.4
1764851472.2178779,1.638331783691016,0.010009765625,0.0,99.90243902439025
1764851472.252782,1.5119400648739043,0.009033203125,0.0,110.70270270270271
1764851472.2867203,1.6055296089440518,0.010498046875,0.0,95.25581395348837
1764851472.3220432,1.597726205745503,0.009765625,0.0,102.4
1764851472.3573048,1.6466299764786079,0.009033203125,0.0,110.70270270270271
1764851472.392287,1.6489506769899234,0.009521484375,0.0,105.02564102564102
1764851472.4237683,1.5509449381060687,0.009765625,0.0,102.4
1764851472.4541976,1.6426607150474568,0.01025390625,0.0,97.52380952380952
1764851472.478842,1.4434315175408265,0.010009765625,0.0,99.90243902439025
1764851472.5053551,1.2244107302319467,0.01025390625,0.0,97.52380952380952
1764851472.53964,1.30164707189287,0.01123046875,0.0,89.04347826086956
1764851472.5723374,1.398210392606429,0.011962890625,0.0,83.59183673469387
1764851472.6064122,1.317139427516853,0.012451171875,0.0,80.31372549019608
1764851472.6377096,1.241749063558606,0.012939453125,0.0,77.28301886792453
1764851472.6748915,1.3132521475141206,0.013427734375,0.0,74.47272727272727
1764851472.7059193,1.230954746258485,0.01318359375,0.0,75.85185185185185
1764851472.7382407,1.2582163080478848,0.01220703125,0.0,81.92
1764851472.772157,1.1818016345229019,0.013427734375,0.0,74.47272727272727
1764851472.8059225,1.3222851625921372,0.01318359375,0.0,75.85185185185185
1764851472.8381207,1.2180664297090606,0.0126953125,0.0,78.76923076923077
1764851472.8751624,1.2974060947451878,0.01171875,0.0,85.33333333333333
1764851472.9056358,1.2566148457404294,0.012451171875,0.0,80.31372549019608
1764851472.9375708,1.394274194358193,0.01171875,0.0,85.33333333333333
1764851472.9723732,1.329434662978249,0.011474609375,0.0,87.14893617021276
1764851473.0055127,1.3757389435130385,0.01123046875,0.0,89.04347826086956
1764851473.0380487,1.4365792288811519,0.011474609375,0.0,87.14893617021276
1764851473.0752196,1.3570173947918842,0.011962890625,0.0,83.59183673469387
1764851473.1056283,1.4412274086732646,0.01318359375,0.0,75.85185185185185
1764851473.1401613,1.3110322515305166,0.01318359375,0.0,75.85185185185185
1764851473.1723962,1.2644132524633356,0.012451171875,0.0,80.31372549019608
1764851473.2063704,1.3433958548761058,0.01318359375,0.0,75.85185185185185
