timestamp,rms_displacement,flutter_freq_hz,extension_angle_deg,wind_estimate_mps,num_points,quality,gt_wind_mps
1765448408.7125342,0.0,0.0,0.0,0.0,0,0.0,nan
1765448408.8299289,0.0,0.0,0.23815947771072388,0,20,1.0,nan
1765448408.8878736,0.0,0.0,0.22996266186237335,0,20,1.0,nan
1765448408.9268231,0.0,0.0,0.22813257575035095,0,20,1.0,nan
1765448408.9591644,0.0,0.0,0.22505773603916168,0,20,1.0,nan
1765448408.9904542,0.0,0.0,0.2279641181230545,0,20,1.0,nan
1765448409.0172632,0.08174034208059311,0.0,0.23107054829597473,0,20,1.0,nan
1765448409.0515401,0.07983890920877457,0.0,0.23736706376075745,0,20,1.0,nan
1765448409.0789611,0.08133497089147568,0.0,0.2470102608203888,0,20,1.0,nan
1765448409.1042414,0.07858260720968246,0.0,0.2521158754825592,0,20,1.0,nan
1765448409.1346838,0.079749196767807,0.0,0.26064640283584595,0,20,1.0,nan
1765448409.1693184,0.07646139711141586,0.0,0.2624285817146301,0,20,1.0,nan
1765448409.1981456,0.07322264462709427,0.0,0.2627253532409668,0,20,1.0,nan
1765448409.23212,0.0760483518242836,0.0,0.25202304124832153,0,20,1.0,nan
1765448409.2632525,0.08520328253507614,0.0,0.23620755970478058,0,20,1.0,nan
1765448409.3026557,0.09883856028318405,2.197265625,0.2145228087902069,0,20,1.0,nan
1765448409.336001,0.11809290945529938,1.904296875,0.19045795500278473,0,20,1.0,nan
1765448409.3684092,0.11871892958879471,1.23046875,0.17645294964313507,0,20,1.0,nan
1765448409.4024415,0.1154070496559143,0.76171875,0.17619279026985168,0,20,1.0,nan
1765448409.4382312,0.11529165506362915,1.2890625,0.1869744509458542,0,20,1.0,nan
1765448409.4744077,0.11682238429784775,1.58203125,0.20222018659114838,0,20,1.0,nan
1765448409.5036926,0.11900644749403,1.728515625,0.21651503443717957,0,20,1.0,nan
1765448409.5380828,0.11892808228731155,1.81640625,0.22896064817905426,0,20,1.0,nan
1765448409.5720744,0.11715347319841385,1.845703125,0.23600615561008453,0,20,1.0,nan
1765448409.6072502,0.11558361351490021,1.875,0.2404508739709854,0,20,1.0,nan
1765448409.6379054,0.11366373300552368,1.875,0.24542927742004395,0,20,1.0,nan
1765448409.6659875,0.11234230548143387,1.875,0.2529304027557373,0,20,1.0,nan
1765448409.7017741,0.11121603101491928,1.875,0.259193480014801,0,20,1.0,nan
1765448409.736606,0.10986045747995377,1.875,0.2654581665992737,0,20,1.0,nan
1765448409.7696037,0.10805938392877579,1.845703125,0.2681666612625122,0,20,1.0,nan
1765448409.8111188,0.10631181299686432,1.81640625,0.2697068154811859,0,20,1.0,nan
1765448409.8422215,0.10540799051523209,1.7578125,0.2700156569480896,0,20,1.0,nan
1765448409.8733394,0.10375803709030151,1.69921875,0.2695569097995758,0,20,1.0,nan
1765448409.9039865,0.10164933651685715,1.640625,0.2618248760700226,0,20,1.0,nan
1765448409.9459949,0.1016203761100769,1.58203125,0.25849756598472595,0,20,1.0,nan
1765448409.9842956,0.10223600268363953,1.5234375,0.2510928809642792,0,20,1.0,nan
1765448410.0200796,0.10208632051944733,1.494140625,0.24842864274978638,0,20,1.0,nan
1765448410.0564108,0.10136505961418152,1.435546875,0.24741272628307343,0,20,1.0,nan
1765448410.0973992,0.10000962018966675,1.40625,0.2470446676015854,0,20,1.0,nan
1765448410.127629,0.0995691642165184,1.376953125,0.24712209403514862,0,20,1.0,nan
1765448410.159216,0.09823709726333618,1.34765625,0.2459900826215744,0,20,1.0,nan
1765448410.1909962,0.09811878949403763,1.318359375,0.24584496021270752,0,20,1.0,nan
1765448410.2180822,0.0981154814362526,1.2890625,0.24579878151416779,0,20,1.0,nan
1765448410.2483118,0.0962592363357544,1.259765625,0.24608533084392548,0,20,1.0,nan
1765448410.273406,0.09158957004547119,1.23046875,0.24683988094329834,0,20,1.0,nan
1765448410.2995079,0.08349389582872391,1.23046875,0.2517666518688202,0,20,1.0,nan
1765448410.330279,0.06660597771406174,1.201171875,0.25374743342399597,0,20,1.0,nan
1765448410.3665185,0.062488120049238205,1.171875,0.25443482398986816,0,20,1.0,nan
1765448410.4019375,0.0630115270614624,1.171875,0.2566882371902466,0,20,1.0,nan
1765448410.4328034,0.05961434915661812,1.171875,0.2584298253059387,0,20,1.0,nan
1765448410.4604282,0.05453282594680786,1.142578125,0.26350754499435425,0,20,1.0,nan
1765448410.494057,0.052526913583278656,1.142578125,0.27678993344306946,0,20,1.0,nan
1765448410.535427,0.05655479058623314,1.171875,0.29401329159736633,0,20,1.0,nan
1765448410.5705013,0.05941964313387871,1.171875,0.30676719546318054,0,20,1.0,nan
1765448410.6034045,0.062166452407836914,1.201171875,0.31876784563064575,0,20,1.0,nan
1765448410.6386101,0.06263475865125656,1.259765625,0.32574090361595154,0,20,1.0,nan
1765448410.6677568,0.06140976399183273,1.259765625,0.32828888297080994,0,20,1.0,nan
1765448410.7032886,0.05985451489686966,1.2890625,0.3285788595676422,0,20,1.0,nan
1765448410.7406654,0.05951398238539696,1.2890625,0.3233698606491089,0,20,1.0,nan
1765448410.770511,0.061731595546007156,1.2890625,0.3131614327430725,0,20,1.0,nan
1765448410.804513,0.0653318241238594,1.2890625,0.3001743257045746,0,20,1.0,nan
1765448410.8368545,0.06889873743057251,1.2890625,0.28866851329803467,0,20,1.0,nan
1765448410.8677728,0.07148393988609314,1.259765625,0.27887874841690063,0,20,1.0,nan
1765448410.9012246,0.07144773006439209,1.259765625,0.27133500576019287,0,20,1.0,nan
1765448410.9365125,0.07170794159173965,1.259765625,0.26475417613983154,0,20,1.0,nan
1765448410.9720418,0.07129983603954315,1.259765625,0.2599605917930603,0,20,1.0,nan
1765448411.0036745,0.07190956175327301,1.23046875,0.2541607618331909,0,20,1.0,nan
1765448411.043197,0.07286058366298676,1.23046875,0.2473316490650177,0,20,1.0,nan
1765448411.073901,0.0735497772693634,1.23046875,0.24177147448062897,0,20,1.0,nan
1765448411.1127496,0.07449971139431,1.23046875,0.23526059091091156,0,20,1.0,nan
1765448411.1457396,0.07533714920282364,1.23046875,0.22875003516674042,0,20,1.0,nan
1765448411.1774638,0.07615213841199875,1.201171875,0.2226753979921341,0,20,1.0,nan
1765448411.2102742,0.07693397998809814,1.201171875,0.21632257103919983,0,20,1.0,nan
1765448411.2452536,0.07781463861465454,1.201171875,0.20990215241909027,0,20,1.0,nan
1765448411.2803943,0.07857705652713776,1.201171875,0.2040466070175171,0,20,1.0,nan
1765448411.3117301,0.08020810782909393,1.201171875,0.1946965605020523,0,20,1.0,nan
1765448411.350891,0.08036491274833679,1.201171875,0.1911216378211975,0,20,1.0,nan
1765448411.3868833,0.08072905987501144,1.171875,0.18627287447452545,0,20,1.0,nan
1765448411.420981,0.08041928708553314,1.171875,0.18391543626785278,0,20,1.0,nan
1765448411.456466,0.080962173640728,1.171875,0.17827241122722626,0,20,1.0,nan
1765448411.4875722,0.08041630685329437,1.171875,0.176773339509964,0,20,1.0,nan
1765448411.5229764,0.07662826776504517,1.142578125,0.17557638883590698,0,20,1.0,nan
1765448411.5568256,0.07257501780986786,1.142578125,0.16600637137889862,0,20,1.0,nan
1765448411.5868645,0.08137623220682144,1.142578125,0.14170576632022858,0,20,1.0,nan
1765448411.620599,0.084795743227005,1.142578125,0.12402450293302536,0,20,1.0,nan
1765448411.6529944,0.08489546179771423,1.11328125,0.12456893175840378,0,20,1.0,nan
1765448411.6923468,0.09186019748449326,0.52734375,0.14391610026359558,0,20,1.0,nan
1765448411.72734,0.09493531286716461,0.52734375,0.1547381579875946,0,20,1.0,nan
1765448411.7619948,0.09487993270158768,0.52734375,0.15422651171684265,0,20,1.0,nan
1765448411.8010967,0.10211549699306488,0.52734375,0.17532581090927124,0,20,1.0,nan
1765448411.8377235,0.10288165509700775,0.52734375,0.18924900889396667,0,20,1.0,nan
1765448411.88052,0.10394807904958725,0.52734375,0.20419952273368835,0,20,1.0,nan
1765448411.916178,0.10601101815700531,0.52734375,0.1890505701303482,0,20,1.0,nan
1765448411.9549968,0.10927169770002365,0.52734375,0.18053290247917175,0,20,1.0,nan
1765448411.9891567,0.11639124155044556,0.52734375,0.15750907361507416,0,20,1.0,nan
1765448412.0207787,0.12482397258281708,0.52734375,0.14066141843795776,0,20,1.0,nan
1765448412.05333,0.1272195428609848,0.52734375,0.1291571855545044,0,20,1.0,nan
1765448412.0883126,0.13246019184589386,0.52734375,0.1072944775223732,0,20,1.0,nan
1765448412.1291294,0.1350003182888031,0.52734375,0.09568707644939423,0,20,1.0,nan
1765448412.1747782,0.13492749631404877,0.52734375,0.09012217819690704,0,20,1.0,nan
1765448412.2094605,0.1345256268978119,0.52734375,0.0924847424030304,0,20,1.0,nan
1765448412.2475207,0.1360321044921875,0.52734375,0.10388148576021194,0,20,1.0,nan
1765448412.2814252,0.1380622386932373,0.52734375,0.1193573996424675,0,20,1.0,nan
1765448412.311941,0.14018020033836365,0.52734375,0.13314801454544067,0,20,1.0,nan
1765448412.347107,0.14053067564964294,0.52734375,0.14137427508831024,0,20,1.0,nan
1765448412.3886304,0.1396443396806717,0.52734375,0.14697855710983276,0,20,1.0,nan
1765448412.4217305,0.13949893414974213,0.52734375,0.14694659411907196,0,20,1.0,nan
1765448412.4630957,0.13927726447582245,0.52734375,0.14501936733722687,0,20,1.0,nan
1765448412.5055184,0.1466265171766281,0.52734375,0.11790914833545685,0,20,1.0,nan
1765448412.541685,0.14684639871120453,0.52734375,0.11236635595560074,0.004858240233963593,20,1.0,nan
1765448412.5819688,0.14683906733989716,0.52734375,0.11296606808900833,0.01011489735682997,20,1.0,nan
1765448412.6206512,0.15372289717197418,0.52734375,0.14028915762901306,0.016078393498506864,20,1.0,nan
1765448412.6572938,0.15597698092460632,0.52734375,0.15904581546783447,0.022128158729259186,20,1.0,nan
1765448412.6953878,0.15144892036914825,0.52734375,0.1710989773273468,0.027389034004893884,20,1.0,nan
1765448412.7336254,0.14807046949863434,0.52734375,0.17340786755084991,0.03203540104243004,20,1.0,nan
1765448412.7701426,0.1480570137500763,0.52734375,0.16764266788959503,0.03652149810741684,20,1.0,nan
1765448412.8089252,0.14439307153224945,0.52734375,0.16009652614593506,0.04038241468483395,20,1.0,nan
1765448412.8506522,0.14362874627113342,0.52734375,0.1510777324438095,0.044013086736571685,20,1.0,nan
1765448412.8926923,0.14464281499385834,0.52734375,0.14024053514003754,0.047650663481732296,20,1.0,nan
1765448412.9230819,0.1397501826286316,0.52734375,0.13088510930538177,0.050533122605465684,20,1.0,nan
1765448412.9568317,0.13791804015636444,0.52734375,0.12590722739696503,0.053080773304518616,20,1.0,nan
1765448412.9910605,0.13544952869415283,0.52734375,0.12336106598377228,0.05522271624405604,20,1.0,nan
1765448413.0236163,0.13247597217559814,0.52734375,0.12322961539030075,0.0569072891445812,20,1.0,nan
1765448413.0603263,0.12967321276664734,0.52734375,0.12916915118694305,0.05817189658370783,20,1.0,nan
1765448413.0946023,0.12341511994600296,0.52734375,0.13609841465950012,0.05858294738392685,20,1.0,nan
1765448413.1331978,0.11741912364959717,0.52734375,0.14942264556884766,0.05820222680445836,20,1.0,nan
1765448413.1660924,0.11482222378253937,0.52734375,0.15556533634662628,0.057497249956243016,20,1.0,nan
