timestamp,rms_displacement,flutter_freq_hz,extension_angle_deg,wind_estimate_mps,num_points,quality,gt_wind_mps
1765448814.9652817,0.0,0.0,0.0,0.0,0,0.0,nan
1765448815.071292,0.0,0.0,0.9456113576889038,0,20,1.0,nan
1765448815.117265,0.0,0.0,0.9448235630989075,0,20,1.0,nan
1765448815.1496105,0.0,0.0,0.9444103240966797,0,20,1.0,nan
1765448815.1840272,0.0,0.0,0.9419854879379272,0,20,1.0,nan
1765448815.224816,0.0,0.0,0.9399463534355164,0,20,1.0,nan
1765448815.254649,0.19737178087234497,0.0,0.9414666295051575,0,20,1.0,nan
1765448815.2899585,0.1946454644203186,0.0,0.9441052079200745,0,20,1.0,nan
1765448815.3197548,0.19837085902690887,0.0,0.9472064971923828,0,20,1.0,nan
1765448815.3433495,0.19376729428768158,0.0,0.9487186670303345,0,20,1.0,nan
1765448815.3717024,0.1867644488811493,0.0,0.9534549713134766,0,20,1.0,nan
1765448815.403057,0.17841041088104248,0.0,0.9518252015113831,0,20,1.0,nan
1765448815.4367034,0.17166082561016083,0.0,0.9500784873962402,0.021591907611093468,20,1.0,nan
1765448815.4713852,0.1701669543981552,0.0,0.9489368200302124,0.039897577643479794,20,1.0,nan
1765448815.501124,0.17365753650665283,0.0,0.9442538619041443,0.05666436056017065,20,1.0,nan
1765448815.5498097,0.1784803867340088,0.0,0.9392343163490295,0.07256849036097802,20,1.0,nan
1765448815.5897188,0.18159791827201843,1.93359375,0.9349694848060608,0.08735185728156185,20,1.0,nan
1765448815.6187603,0.18110115826129913,1.787109375,0.9325751066207886,0.10034485411534638,20,1.0,nan
1765448815.652243,0.17684873938560486,1.640625,0.9304306507110596,0.1109704216120205,20,1.0,nan
1765448815.6831737,0.1721900850534439,1.58203125,0.9300724864006042,0.11949225181138166,20,1.0,nan
1765448815.7195027,0.16800124943256378,1.5234375,0.9307170510292053,0.12630590270871753,20,1.0,nan
1765448815.7526252,0.16814358532428741,1.46484375,0.9326077699661255,0.13253421329320555,20,1.0,nan
1765448815.785255,0.1720743179321289,1.435546875,0.9371142983436584,0.13901438255534232,20,1.0,nan
1765448815.8163848,0.1777321696281433,1.40625,0.9420698881149292,0.1460603989916829,20,1.0,nan
1765448815.856956,0.18434076011180878,1.40625,0.9463152885437012,0.15379752097272886,20,1.0,nan
1765448815.8877442,0.18567834794521332,1.376953125,0.9512381553649902,0.16119893410086908,20,1.0,nan
1765448815.9192219,0.18345002830028534,1.318359375,0.9557228088378906,0.16766958779006125,20,1.0,nan
1765448815.954731,0.18008887767791748,1.2890625,0.9562770128250122,0.1731052916127629,20,1.0,nan
1765448815.9946232,0.1769169718027115,1.259765625,0.9552738070487976,0.17763576466996606,20,1.0,nan
1765448816.0269406,0.1748441457748413,1.201171875,0.9514095187187195,0.18152675271026722,20,1.0,nan
1765448816.0631425,0.17480620741844177,1.171875,0.9487362504005432,0.18516950508401325,20,1.0,nan
1765448816.1005318,0.16699495911598206,1.11328125,0.9465394020080566,0.18732593361213598,20,1.0,nan
1765448816.1358204,0.16592447459697723,1.083984375,0.9418709874153137,0.18918543479336924,20,1.0,nan
1765448816.1703033,0.16218680143356323,1.083984375,0.941948652267456,0.19035068040146563,20,1.0,nan
1765448816.2112217,0.1620323359966278,1.083984375,0.940454363822937,0.1914277374917877,20,1.0,nan
1765448816.2450206,0.16052573919296265,1.5234375,0.9403193593025208,0.19221578353999144,20,1.0,nan
1765448816.2755475,0.15801751613616943,1.5234375,0.9413814544677734,0.19258204098275525,20,1.0,nan
1765448816.3068893,0.1559135913848877,1.552734375,0.9439129829406738,0.19261373792745762,20,1.0,nan
1765448816.351831,0.15231968462467194,1.58203125,0.9468814730644226,0.1921094915896632,20,1.0,nan
1765448816.3888257,0.15817005932331085,1.58203125,0.9523714184761047,0.19249096413711125,20,1.0,nan
1765448816.424694,0.1576414853334427,1.611328125,0.9525954127311707,0.19277718446525693,20,1.0,nan
1765448816.4645884,0.15770970284938812,1.640625,0.9539737701416016,0.19305986805429473,20,1.0,nan
1765448816.497389,0.1573726385831833,1.669921875,0.9535672664642334,0.19328123621239543,20,1.0,nan
1765448816.5215302,0.15502861142158508,1.69921875,0.9517043232917786,0.19315886855355913,20,1.0,nan
1765448816.5530643,0.15059398114681244,1.728515625,0.9509705901145935,0.19241429426586867,20,1.0,nan
1765448816.578373,0.14562077820301056,1.728515625,0.9499832987785339,0.1910020106311059,20,1.0,nan
1765448816.6114125,0.14051565527915955,1.7578125,0.9479110836982727,0.1889350202961546,20,1.0,nan
1765448816.6450152,0.13721871376037598,1.787109375,0.9468828439712524,0.18649570183526779,20,1.0,nan
1765448816.6766882,0.13660231232643127,1.787109375,0.9463197588920593,0.1840728503087458,20,1.0,nan
1765448816.7077773,0.13656085729599,1.81640625,0.9464857578277588,0.18174436519863446,20,1.0,nan
1765448816.7470267,0.1366228312253952,1.81640625,0.9482907056808472,0.17951945900384073,20,1.0,nan
1765448816.7811103,0.13374322652816772,1.845703125,0.9497571587562561,0.17698974349620403,20,1.0,nan
1765448816.8112159,0.12714965641498566,1.845703125,0.9502447843551636,0.17365992174081185,20,1.0,nan
1765448816.8433573,0.11706790328025818,1.845703125,0.9513146877288818,0.16908592205444356,20,1.0,nan
1765448816.8816998,0.10369545966386795,1.845703125,0.9516252279281616,0.162866756297206,20,1.0,nan
1765448816.9121642,0.0959663987159729,1.875,0.9518706798553467,0.15583504650971888,20,1.0,nan
1765448816.9565,0.093720443546772,1.875,0.9521496891975403,0.14876831492975512,20,1.0,nan
1765448816.9969425,0.09421489387750626,1.875,0.9514849781990051,0.14203869677546302,20,1.0,nan
1765448817.0389063,0.0951758548617363,1.875,0.950362503528595,0.13569441286574183,20,1.0,nan
1765448817.0805655,0.09422677010297775,1.904296875,0.9485257267951965,0.1294608704634902,20,1.0,nan
1765448817.128223,0.09078935533761978,1.904296875,0.9471760988235474,0.12299704709894889,20,1.0,nan
1765448817.1635635,0.08543766289949417,1.904296875,0.9472661018371582,0.11605264281046251,20,1.0,nan
1765448817.2023327,0.08066913485527039,1.93359375,0.9471038579940796,0.10872303873195496,20,1.0,nan
1765448817.2519295,0.07862366735935211,1.93359375,0.9470898509025574,0.1013879166801613,20,1.0,nan
1765448817.2929747,0.07818341255187988,1.93359375,0.9470252990722656,0.0942621283243406,20,1.0,nan
1765448817.3262074,0.07820416241884232,1.962890625,0.9470459222793579,0.08739870820064774,20,1.0,nan
1765448817.362044,0.0781177505850792,1.962890625,0.9471909403800964,0.08077264644357739,20,1.0,nan
1765448817.4104729,0.07576964795589447,1.962890625,0.9478943347930908,0.07407181807759697,20,1.0,nan
